ID  объявления,Тип,Площадь,Метро,Адрес,Цена,Телефоны,Описание,Ссылка на объявление
300559903,Продажа коммерческой земли,"62.5, сот.",м. Купчино (27 мин на машине),"Санкт-Петербург, Павловск, Зверинец тер., ш. Московское, М-10 (18 км до МКАД), ш. Пулковское (19 км до МКАД)","91000000 руб., УСН",+79812801288,"Арт. 54113083 Участок 62.5 сотки в Павловске, рядом с Павловским парком и Дворцом, 
на территории объекта культурного наследия ""Зверинец""! 
( ранее Царский Зверинец был частью Павловского парка ).
Шикарная исторически значимая локация!

Уважаемый покупатель, Здравствуйте!
Вашему вниманию предлагается уникальный объект недвижимости!

Возможность реализовать необыкновенный амбициозный проект в историческом месте!

В рамках приспособления участка под современное использование проведена историко-культурная экспертиза, подготовлен проект, и запущен процесс восстановления исторического утерянного здания, - дачи Вонлярлярского - Аршеневского.

Можно адаптировать существующий проект под различные коммерческие цели и задачи.

Участок площадью 62.5 сотки, 
улица Круглый пруд 3.
Назначение: ИЖС;
Участок ровный, огорожен, 
Можно комфортно подъехать с 2х сторон.
Эл-во: 15квт, возможно увеличение до 50квт
Газ: магистраль, заведен, внутри участка 
Вода: городская
Канализация: городская
Площадь здания ..., 24 фото",https://www.cian.ru/sale/commercial/300559903
280107238,Продажа коммерческой земли,"89.0, сот.",м. Купчино (28 мин на машине),"Санкт-Петербург, Павловск, улица Обороны, 6а, ш. Московское, М-10 (18 км до МКАД), ш. Пулковское (19 км до МКАД)","18000000 руб., УСН","+79118151480, +79110946048","Предлагается элитный земельный участок площадью 89 соток, расположенный в исторической части города Павловск в окружении прудов и парков. Участок предоставлен в аренду ООО для строительства. После окончания строительства объекты недвижимости оформляются в собственность ООО, земля передается в аренду сроком на 49 лет или может быть выкуплена в собственность. Срок строительства - до 2028 года. Назначение объекта - нежилое (спортивная база). Рядом с участком в аренду можно взять парковую территорию площадью около 2 га. Продаются 100% доли в ООО, арендующем земельный участок., 10 фото",https://www.cian.ru/sale/commercial/280107238
319880510,"Продажа коммерческой земли, здание","10300.0, м2",,"Санкт-Петербург, Павловск, Павловское шоссе, 3БЖ, ш. Московское, М-10 (21 км до МКАД), ш. Пулковское (22 км до МКАД)","19063947 руб., УСН",+79111655236,"В пpодaжe учacток промышленногo назнaчения, находитcя в apeндe нa 50 лeт c 2004 гoдa! Переуступка прaв арeнды!Ha тepритopии ecть здaние, пoдлeжит pемонту!
Два въездa, oдин сo шлaгбaумoм и oxpaной!
Допoлнительные вoпpоcы пo телeфoну!)
Пpодaется по кадастpовой cтoимoсти!
78:42:0016413:9 Кадастровый номер участка!, 17 фото",https://www.cian.ru/sale/commercial/319880510
