ID  объявления,Тип,Площадь,Метро,Адрес,Цена,Телефоны,Описание,Ссылка на объявление
318492854,Продажа коммерческой земли,"1.0, га",м. Октябрьская (17 мин на машине),"Новосибирская область, Новосибирск, Ключ-Камышенское плато мкр, Ключ-Камышенский ЖК","250000000 руб., УСН","+79337877420, +79230753908","Продается земельный участок 1 Га под строительство многоквартирного жилого дома. Площадь участка: 9 997 кв. м
Кадастровый номер: 54:35:071935:1936 Технические условия получены. Коммуникации все подведены к участку.  Развивающийся перспективный район в шаговой доступности расположены детские сады, школа, поликлиника, магазины, кафе, ресторан, фитнес клуб, планетарий, сосновый бор, горнолыжный комплекс Иня., 5 фото",https://www.cian.ru/sale/commercial/318492854
317596339,Продажа коммерческой земли,"46.0, сот.",м. Березовая Роща (7 мин на машине),"Новосибирская область, Новосибирск, Европейская улица, 4/1","44000000 руб., УСН",+79137217409,"В продаже земельный участок, ориентировочный адрес: ул. Европейская, 4/1

Кадастровый номер: 54:35:000000:35554
Категория земель: земли промышленного назначения.
Участок правильной прямоугольной формы, ровный, 80*60м, без построек.
Асфальтированая дорога по границе участка
Электричество, газ, центральные канализация и водоснабжение
Участок огорожен, ТП находится на территории.
Без обременений, земля в собственности.
Удобная транспортная развязка",https://www.cian.ru/sale/commercial/317596339
316457488,Продажа коммерческой земли,"1.5, га",м. Октябрьская (29 мин на машине),"Новосибирская область, Новосибирск, улица Твардовского, 3","150000000 руб., УСН",+79830318334,"Прoдaётся зeмельный участок 1,5га с раcполoженным нa нём зданиeм плoщадью 452 кв.м. 
Тeхничecкиe уcлoвия:
заведён газ 95 куб
выделенныe мoщнoсти 200 кBт 
цeнтpализовaнноe водоcнaбжeниe
кaнaлизaция 
Учаcток oгоpoжeн. По пeриметру уcтанoвлено видeoнаблюдeниe. Шлагбаум.
Кaтегoрия земель - зeмли наcелённых пунктов.
Кaдастровый номер- 54:35:084700:55
Весь участок сдан в аренду.
Звоните, чтобы узнать детальную информацию и посмотреть объект., 7 фото",https://www.cian.ru/sale/commercial/316457488
310054720,Продажа коммерческой земли,"100.0, сот.",м. Площадь Ленина (3 мин пешком),"Новосибирская область, Новосибирск","2000000 руб., УСН","+79134730647, +79137217213","Продаются Земельные участки для агропромышленного (сельскохозяйственного) производства от 10 соток до 20 Га напрямую от девелопера в Агропромышленном парке.

Территория Агропромышленного парка расположена в 6 км от Новосибирска в Ордынском направлении (в районе с. Верх-Тула) и занимает общую площадь 160 Га.

Возможное использование (объекты бизнеса, которые можно разместить на земельном участке для сельскохозяйственного производства):
 Хранение и переработка сельхозпродукции, Теплицы
 Станции ремонта и гаражи спецтехники
 Скотоводство, Птицеводство, Зверо и свино фермы, Рыбоводство
 Выращивание сельхозкультур, Зернохранилища
 С/х производство
 Пчеловодство
 Питомник растений
 Выпас животных
 Личные подсобные хозяйства
 Овощехранилища

Транспортная доступность:
Проект расположен, на пересечении важнейших дорожно-транспортных артерий, что обеспечивает возможность выезда во всех четырех направлениях.

- Автомобильную дорогу регионального значения К-17р (Ордынская трасса). Прямой доступ в  ..., 2 фото",https://www.cian.ru/sale/commercial/310054720
315377275,Продажа коммерческой земли,"15.53, сот.",м. Площадь Маркса (14 мин на машине),"Новосибирская область, Новосибирск, Станционная улица","7000000 руб., УСН",+79833026988,"Предлагаем к покупке земельный участок, земли населенных пунктов. 
Земельный участок расположен в территориальной зоне ""Зона коммунальных и складских объектов"". Установлен градостроительный регламент. 
Получены технические условия для присоединения к электрическим сетям.

Участок ровный на первой линии, большой транспортный поток, рядом остановка общественного транспорта.
 Западный въезд в город. Является ключевой магистралью обеспечивающей транспортное сообщение с аэропортом Толмачево. 


Данный объект недвижимости прошел юридическую экспертизу и является абсолютно безопасным для покупки с целью проживания и вложения денежных средств. 
При покупке данного объекта возможен любой порядок оплаты. 
Специалист Компании ответит на все Ваши вопросы и организует просмотр в удобное для Вас время! Звоните прямо сейчас!
 Дополнительно оплачивается комиссия покупателем.

Арт. 98906578, 11 фото",https://www.cian.ru/sale/commercial/315377275
316060838,Продажа коммерческой земли,"1.0, га",м. Золотая Нива (11 мин на машине),"Новосибирская область, Новосибирск, Гусинобродское шоссе, 110","8500000 руб., УСН",+79130151279,"Инвестиции или собственный бизнес!
Землю больше не производят, а в городе космические цены.
Земли промышленности от 23 сот до 10000 сот, получаем ТУ 150 кВт, ТУ Газ.
Рассрочка беспроцентная на 12 мес.
25 минут метро Золота нива, 11 минут восточный обход.
Минимальное налогообложение (область).
Возможно строительство под ключ теплого склада 42 т.р. за метр, холодного 32 т.р.
Летом будет повышение цены.
Без комиссий!
Спешите, звоните!, 4 фото",https://www.cian.ru/sale/commercial/316060838
310054838,Продажа коммерческой земли,"100.0, сот.",м. Площадь Ленина (3 мин пешком),"Новосибирская область, Новосибирск","10000000 руб., УСН","+79134730647, +79137217213","Продаются Земельные участки под производственную деятельность от 1 до 10 Га напрямую от девелопера в Промышленном парке.

Территория Промышленного парка расположена в 6 км от Новосибирска в Ордынском направлении (в районе с. Верх-Тула) и занимает общую площадь 100 Га.

Объекты бизнеса, которые можно разместить на земельном участке:
 Производственная деятельность
 Склад, складские помещения

Транспортная доступность:
Проект расположен, на пересечении важнейших дорожно-транспортных артерий, что обеспечивает возможность выезда во всех четырех направлениях.

- Автомобильную дорогу регионального значения К-17р (Ордынская трасса). Прямой доступ в Казахстан, Среднюю Азию, страны Ближнего Востока.

- Автомобильную дорогу федерального значения Р-254 ""Иртыш"" Челябинск - Курган - Омск  Новосибирск. Прямой доступ в европейскую часть РФ, в т. ч. г. Москва, а также Кемерово, Красноярск, Иркутск, Дальний восток

- Транспортное сообщение с восточными и южными регионами Сибири обеспечено новой автомоби ..., 3 фото",https://www.cian.ru/sale/commercial/310054838
320361644,Продажа коммерческой земли,"6.0, сот.",м. Золотая Нива (6 мин на машине),"Новосибирская область, Новосибирск, Волочаевская улица, 224","16200000 руб., УСН",+79137520938,"К продаже предлагается земельный участок на первой линии ул. Волочаевская площадью 6.6 соток.

Локация:
- Расположен на перекрестке ул. Волочаевская и ГБШ;
- Большой автомобильный и пешеходный трафик;
- Парковка подземная и надземная;
- Высокая транспортная доступность;
 
Характеристики объекта:
- Общая площадь: 660 кв.м.:
- Вода центральная;
- Газ по границе участка;
- На участке расположен небольшой дом (под снос);

Привлекательность объекта:
- Рядом расположен большой транспортный узел(конечные остановки общественного транспорта,
пригородный автовокзал);
- Участок ровный, имеет правельную прямоугольную форму;
- Автомобильная доступность;
- Рядом расположены густонаселенные жилмассивы.

Потенциал:
- СТО;
- Автомойка;
- Общественное питание;
- Хостел;
- Торговый павильон;
- Склад;
- Стройматериалы.

Компания ""Жилфонд"":
- Более 25 лет на рынке недвижимости;
- Это крупная международная компания с представительствами как в зарубежных странах 
так и в более чем 20 регионах России;
- Огром ..., 6 фото",https://www.cian.ru/sale/commercial/320361644
316060718,Продажа коммерческой земли,"6.35, га",,"Новосибирская область, Новосибирск, Переездная улица, 1к5","16500000 руб., УСН",+79130151279,"Земельный участок 6,35 Га. на федеральной трассе Новосибирск-(Томск)-Кемерово-Красноярск-Иркутск.
Вороново 65 км. от Новосибирска, с левого на правый берег Новосибирска дольше ехать по времени.
Под строительство логистического центра, базы, склады, производство и т.д.
В городе за эту цену можно купить 10 соток, а тут 6,35 Га (земли населенных пунктов, промышленности).
Есть кадастровые номера зданий на участке под рекострукцию.
Рядом Газ. Со стороны администрации местного поселения помощь в подключений к сетям. Торг.
Возможен обмен на недвижимость., 12 фото",https://www.cian.ru/sale/commercial/316060718
316652389,Продажа коммерческой земли,"5.8, сот.",м. Маршала Покрышкина (24 мин пешком),"Новосибирская область, Новосибирск, Ипподромская улица, 52А","18000000 руб., УСН",+79137220570,"Площадь земельного участка: 583+/-8 кв.м.
Вид разрешенного использования земельного участка: для строительства станции технического обслуживания.
Местоположение земельного участка: город Новосибирск, улица Ипподромская.
Площадь застройки земельного участка в соответствии с проектом: 274 кв.м.
Форма собственности земельного участка: муниципальная, земельный участок находится во владении и пользовании Продавца на основании договора бессрочной аренды земельного участка.
Общая площадь объекта незавершенного строительства в соответствии с проектом: 691, 6 кв.м.
Проектируемое назначение объекта незавершенного строительства: нежилое здание.
Форма собственности объекта незавершенного строительства: частная собственность.
Разрешение на строительство: Ru 54303000-146, выдано 27.05.2013, срок действия до 27.12.2025г.
Степень готовности объекта незавершенного строительства: 25%.
В отношении объекта продажи получены технические условия для присоединения к электрическим сетям, мощность присоединяемы ..., 4 фото",https://www.cian.ru/sale/commercial/316652389
319123173,Продажа коммерческой земли,"17.0, сот.",м. Октябрьская (7 мин на машине),"Новосибирская область, Новосибирск, улица Короленко, 225","20000000 руб., УСН",+79137241470,"Арт. 108768520 Предлагаем к покупке два участка  в центре октябрьского района, общей площадью - 17 соток.  Короленко 225 и Короленко 229
Все постройки на участках снесены и сняты с учета, участки выровнены.
Заведено электричество,  возможно подключение центральной воды и  газа. 
Отличное место под ИЖС или для организации бизнеса - склад, база для спецтехники, магазин.


Звоните, ответим на все вопросы., 11 фото",https://www.cian.ru/sale/commercial/319123173
319491945,Продажа коммерческой земли,"15.0, сот.",м. Березовая Роща (10 мин на машине),"Новосибирская область, Новосибирск, Кайтымовская улица, 14","21403000 руб., УСН",+79137718589,"Предлагается в продажу земельный участок в собственности в Калининском районе

Локация:
- Земельный участок располагается в центре производственно-промышленной зоны Калининского района;
- Объект находится в 1 км от остановки ""Писемского"";
- Удобная транспортная развязка.

Технические характеристики:
- Земельный участок 1 476 м2;
- Ровный участок;
- Центральные коммуникации на границе участка;
- ТУ на подключение электроснабжения;
- Асфальтированный подъезд к участку;
- Заезд с улицы Кайтымовской;
- КПП на въезде;
- Возможность подъeздa любoго транспорта;
- За дополнительную плату есть возможность подключения газа.

Коммерческие условия:
- Цена продажи 21 403 000 рублей;
- Все в собственности; 
- Продажа от ООО;
- Без комиссии для Покупателя;
- По всем интересующим вопросам звоните!, 8 фото",https://www.cian.ru/sale/commercial/319491945
320545646,Продажа коммерческой земли,"100.0, сот.",м. Площадь Маркса (11 мин на машине),"Новосибирская область, Новосибирск","25000000 руб., УСН",+79831323698,"Арт. 111917727 
Продается земельный участок общей площадью 1 га. (есть возможность продажи участков площадями от 1 га. )Категория земли: земли промышленности, энергетики, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения. Вода и канализация центральная. Участок ровный Выделенные мощности 1000 КВт с возможностью увеличения., 6 фото",https://www.cian.ru/sale/commercial/320545646
295964976,Продажа коммерческой земли,"5.0, сот.",м. Березовая Роща (21 мин пешком),"Новосибирская область, Новосибирск, улица Военная Горка 5-я линия","25000000 руб., УСН",+79138915543,"Объект 10. 

Предлагается к покупке земельный участок, площадью 4,66 сотки. 

Расположен на первой линии (54:35:071050:990 ), 500м до перекрестка с ул. Фрунзе и ипподромка и 3,5км до Красного проспекта. 

Земельный участок оформлен в собственность. Категория земель - земли населенных пунктов.Рядом расположен Баскетбольный клуб Локомотив Арена.
    Прекрасно подойдет под малоэтажное строительство, производственное направление или логистический комплекса, также для жилого многоэтажного дома. 

Разрешенные виды деятельности од1. 

Возможен небольшой торг! 

Приглашаем на просмотр. Ждем от вас звонков! 

Показ в удобное для Вас время!


 Помощь в получении ипотечного решения!


 Дополнительно оплачивается комиссия с покупателя в случае его обращения без агентства., 11 фото",https://www.cian.ru/sale/commercial/295964976
320095137,Продажа коммерческой земли,"12.95, сот.",м. Маршала Покрышкина (17 мин пешком),"Новосибирская область, Новосибирск, улица Кропоткина, 128/3","29000000 руб., УСН",+79139089542,"Арт. 22097 Участок расположен на одной из главных транспортных магистралей города Новосибирска, — ул. Ипподромской (на пересечении с ул. Кропоткина) — в административно-жилой зоне с большой плотностью застройки и естественного скопления людей.
- Адрес: ул. Кропоткина, г. Новосибирска (строительный адрес  ул. Кропоткина, 128/3 к2)
- Участок общей площадью  1295 +/- 13 соток
- Кадастровый номер: 54:35:033035:3843 3842 3832
- Категория земель  земли населенных пунктов.
- Подзона ОД-4.3 (Общественно-деловая многоэтажная, с возможностью строительства 8 этажей)
- Виды разрешенного использования: среднеэтажная жилая застройка (2.5), многоэтажная жилая застройка (высотное строительство) (2.6), коммунальное обслуживание (3.1)  трансформаторные подстанции, деловое управление (4.1)  объекты управленческой деятельности, магазины (4.4)  до 5 000 кв.м., общественное питание (4.6), спорт (5.1).
- Правоустанавливающие документы  собственность.
- Участок под строительство расположен на первой линии вдо ..., 4 фото",https://www.cian.ru/sale/commercial/320095137
307926860,Продажа коммерческой земли,"10.0, сот.",м. Площадь Маркса (5 мин на машине),"Новосибирская область, Новосибирск, улица Костычева, 74/1","30000000 руб., УСН",+79134731081,"Арт. 9420226 Предлагается к продаже земельный участок, расположенные по адресу ул.Костычева,74 на границе Кировского и Ленинского р-ов г.Новосибирска, на пересечении ул.Немировича-Данченко и ул.Станиславского.
ЗУ - кад.номер 54:35:051625:1246
Участок находятся в зоне ОД-1 (подзона делового, общественного и коммерческого назначения с объектами различной плотности жилой застройки (ОД-1.1) .
Разрешенное использование:
Основной вид: Бытовое обслуживание (3.3)-объекты для оказания населению или организациям бытовых услуг; Коммунальное обслуживание (3.1).
Условно-разрешенный вид: Спорт (5.1.)
Характеристики ЗУ:
Площадь участка - 10 соток соответствии с проектной документацией на ЗУ-2 предполагалось построить спортивно-оздоровительный центр. В настоящее время выполнены фундаменты и подвальная часть объекта (нулевой цикл), а также заведены инженерные коммуникации (отопление, вода, эл.энергия).
Документация, разрешения, ТУ
Ранее была разработана проектная документация (стадия ""Проект"") на строи ..., 3 фото",https://www.cian.ru/sale/commercial/307926860
307926867,Продажа коммерческой земли,"45.0, сот.",м. Заельцовская (21 мин на машине),"Новосибирская область, Новосибирск, Пашино мкр, улица Дергунова","31000000 руб., УСН",+79134731081,"Арт. 9420439 В продаже три земельных участков на первой линии на заезде в Пашино !
54:35:111560:458 - 20 соток, 54:35:111560:478 - 10 соток, 54:35:111560:481 - 15 соток
общая площадь земли составляет 45 соток.
В настоящее время Категория земель - Земли населённых пунктов.

Рядом проходят все коммуникации, на каждый участок выделено по 10 кВт, есть возможность увеличить мощность.
. Дополнительно оплачивается комиссия с покупателя, 10 фото",https://www.cian.ru/sale/commercial/307926867
307343650,Продажа коммерческой земли,"97.0, сот.",м. Площадь Маркса (7 мин на машине),"Новосибирская область, Новосибирск, Станционная улица, 38","37500000 руб., УСН",+79137213379,"Продается земельный участок на Станционной 

Технические характеристики: 
- 97 соток
- земля в собственности
- ЖД тупик 
- С возможностью увеличение до 1 ГА
- В близость всех коммуникаций позволяет в кратчайшие сроки приступить к строительству и экономит миллионы рублей.
- Возможно разместить здание до 4000 м2. И площадку открытого хранения с ЖД пандусом.

Коммерческие условия: 
- Цена продажи 37 500 000 рублей
- Продажа от ИП
- Быстрый выход на сделку, 7 фото",https://www.cian.ru/sale/commercial/307343650
319728503,Продажа коммерческой земли,"40.0, сот.",м. Березовая Роща (11 мин на машине),"Новосибирская область, Новосибирск","44000000 руб., УСН",+79134731081,"Арт. 9422424 К продаже представлен земельный участок в черте города Новосибирска!
Расположен в цeнтрe производствeнно-промышленной зоны Калининскогo райoнa.
Участок ровный, центральные коммуникации, газ, выделенные мощности - 400 м2.
Рядом проходят железнодорожные пути, возможность подъезда любого транспорта, удобная трaнcпoртная развязка, можно увеличить до 57 соток.
Звоните по всем интересующим вопросам!. Дополнительно оплачивается комиссия с покупателя, 15 фото",https://www.cian.ru/sale/commercial/319728503
320191796,Продажа коммерческой земли,"8.0, сот.",м. Площадь Ленина (7 мин пешком),"Новосибирская область, Новосибирск, Ядринцевская улица","45000000 руб., УСН",+79137712629,"Ровный участок, с хорошими бетонными, усиленными подпорками с двух сторон для размещения здания или магазина",https://www.cian.ru/sale/commercial/320191796
319756538,Продажа коммерческой земли,"0.22, га",м. Октябрьская (22 мин пешком),"Новосибирская область, Новосибирск, Тополевая улица, 21","45000000 руб., УСН",+79833024600,"Перспективная, быстро развивающаяся локация с новыми жилыми застройками.
Идеально подходит под коммерческий проект в густо населенном районе. 

ИЖС (54:35:071090:11)  

Площадь участка 0,22 ГА.

На участке есть дом со всеми коммуникациями ., 2 фото",https://www.cian.ru/sale/commercial/319756538
316615636,Продажа коммерческой земли,"67.0, сот.",м. Площадь Маркса (11 мин на машине),"Новосибирская область, Новосибирск, Станционная улица, 38к642","49000000 руб., УСН",+79137718589,"Предлагается в продажу Земельный участок, расположенный на улице Станционная

Технические характеристики:
- Общая плoщaдь 6665 м2
- Катeгopия зeмель: Земли поселений (зeмли нaселенныx пунктов) размeщeниe, обcлуживание и экcплуатaция пpомышлeнных объектов
- На территории нет капитальных строений
- Удобный заезд с ул. Станционная (с первой линии)
- Трансформаторная подстанция КТПН 630/10/0,4 кВ. (собственности).
- Максимальная мощность присоединяемых энергопринимающих устройств 500 кВт.
- Категория надежности: III.

Коммерческие условия:
- Стоимость продажи: 49 000 000 рублей
- Официальный представитель собственника!, 4 фото",https://www.cian.ru/sale/commercial/316615636
310721262,Продажа коммерческой земли,"67.0, сот.",м. Площадь Маркса (11 мин на машине),"Новосибирская область, Новосибирск, Станционная улица, 38к642","49000000 руб., УСН",+79137950757,"ГК Райдекс, на правах собственника, Потенциальным Покупателям  предлагает рассмотреть приобретение земельных участков общей площадью  6 665 м2:

1)	ЗУ площадью  5006 м2 , 54:35:062190:742, Новосибирск, ул. Станционная
Категория земель: Земли поселений (земли населенных пунктов) размещение, обслуживание и эксплуатация промышленных объектов

2)	ЗУ площадью   1659 м2,  54:35:062190:743, Новосибирск, ул. Станционная
Категория земель: Земли поселений (земли населенных пунктов) размещение, обслуживание и эксплуатация промышленных объектов


Описание участка:
Без каких либо капитальных построек.
Удобный заезд с ул. Станционная (с первой линии).
Трансформаторная подстанция КТПН 630/10/0,4 кВ.  (собственность).
Максимальная мощность присоединяемых энергопринимающих устройств 500 кВт.
категория надежности: III., 2 фото",https://www.cian.ru/sale/commercial/310721262
320548083,Продажа коммерческой земли,"57.0, сот.",м. Березовая Роща (10 мин на машине),"Новосибирская область, Новосибирск, Кайтымовская улица, 12/4","62700000 руб., УСН",+79836299670,"Арт. 111917874 Земельный участок в промзоне Калининского района г. Новосибирска.

Основные характеристики объекта:
• площадь 0,57 Га;
• категория земель: Земли населенных пунктов;
• разрешенное использование: Склады (6.9)
• наличие коммуникаций и электромощностей;
• возможность подъезда любого транспорта.

Развитая инфраструктура района обеспечивает удобный доступ к необходимым коммуникациям и услугам.

Подробности по телефону. Звоните!, 7 фото",https://www.cian.ru/sale/commercial/320548083
319492031,Продажа коммерческой земли,"47.0, сот.",м. Березовая Роща (10 мин на машине),"Новосибирская область, Новосибирск, Кайтымовская улица, 14","65252000 руб., УСН",+79137718589,"Предлагается в продажу земельный участок в собственности в Калининском районе

Локация:
- Земельный участок располагается в центре производственно-промышленной зоны Калининского района;
- Объект находится в 1 км от остановки ""Писемского"";
- Удобная транспортная развязка.

Технические характеристики:
- Земельный участок 4 695 м2;
- Ровный участок;
- Центральные коммуникации на границе участка;
- ТУ на подключение электроснабжения;
- Асфальтированный подъезд к участку;
- Заезд с улицы Кайтымовской;
- КПП на въезде;
- Возможность подъeздa любoго транспорта;
- За дополнительную плату есть возможность подключения газа.

Коммерческие условия:
- Цена продажи 65 252 000 рублей;
- Все в собственности; 
- Продажа от ООО;
- Без комиссии для Покупателя;
- По всем интересующим вопросам звоните!, 8 фото",https://www.cian.ru/sale/commercial/319492031
317237751,Продажа коммерческой земли,"20.0, сот.",м. Речной вокзал (9 мин на машине),"Новосибирская область, Новосибирск, Выборная улица, 87/3","105000000 руб., УСН",+79137522965,"Арт. 22292 Уникальный земельный участок на первой линии по ул. Выборная! 

Категория земель: - Земли населенных пунктов
Назначение:- строительство Магазинов,площадью до 5000 кв/м!
На участок заведены все центральные коммуникации: электричество 200 кВт (отдельная ТП), вода, канализация.

Участок расположен в ста метрах от входа будущей станции метро ""Выборная"" (см. Генплан города)
Возможное использование: строительство административного, офисного здания, медцентра, торгового центра.

Участок в Собственности!

Рассмотрим обмен на коммерческую недвижимость в Новосибирске с Вашей доплатой.

Эксклюзивный представитель собственника, без комиссий для покупателя!
. Дополнительно оплачивается комиссия с покупателя, 3 фото",https://www.cian.ru/sale/commercial/317237751
315230777,Продажа коммерческой земли,"23.0, сот.",м. Площадь Ленина (23 мин пешком),"Новосибирская область, Новосибирск, улица Военная Горка 4-я линия, 41","115000000 руб., УСН",+79137219956,"Арт. 98587667 Земельный участок 2,300 кв.м. Новосибирск. Октябрьский район, ул. Военная Горка, 4-я линия. Для строительства Гостиницы, апартаментов, жилой или коммерческой недвижимости. Преимущества локации: г. Новосибирск. Октябрьский район. В шаговой доступности: ТРЦ ""Аура"", Локомотив-Арена, в 2027 году, планируется открытие Академии Волейбола и нового парка развлечений.  Высокий пешеходный и автомобильный трафик Описание объекта:  Ровный земельный участок, общей площадью 2300 кв.м. На участке расположено 5 домовладений, которые уходят под снос, после заключения сделки. Подключение всех центральных коммуникаций: отопление, водоснабжение, канализация, газ, электроэнергия. Дополнительно к земельному участку 2300 кв.м, есть возможность увеличения площади застройки плюс 445 кв.м. соседний заброшенный участок,  Итого общая площадь участка может составлять 2,745 кв.м, что позволяет увеличить границы  застройки. Категория земли: ИЖС. Виды разрешенного использования, на данный момент: Зона д ..., 30 фото",https://www.cian.ru/sale/commercial/315230777
320061745,Продажа коммерческой земли,"100.0, сот.",м. Заельцовская (8 мин на машине),"Новосибирская область, Новосибирск, улица Богдана Хмельницкого","120000000 руб., УСН",+79137269718,"Предлагаем в покупку ровный земельный участок под жилую или коммерческую застройку.

О участке:
1 гектар 
Ровная поверхность
Есть возможность увеличить территорию на 3,3 га, 1,7 га, 1,3 га и 6 га с ж/д тупиком, протяженностью 273 км.

Рассмотрим обмен на Вашу недвижимость!

Данный объект недвижимости прошел юридическую экспертизу и является абсолютно безопасным для покупки и вложения денежных средств.
При покупке данного объекта рассматривается гибкий порядок оплаты.
Специалист Компании ответит на все Ваши вопросы и организует просмотр в удобное для Вас время. 
Дополнительно оплачивается комиссия покупателем. 


Арт. 111354872, 6 фото",https://www.cian.ru/sale/commercial/320061745
317686265,Продажа коммерческой земли,"23.0, сот.",м. Маршала Покрышкина (6 мин пешком),"Новосибирская область, Новосибирск, улица Демьяна Бедного, 58А","130000000 руб., УСН",+79836299557,"Прeдлагaeтcя к покупкe земельный участoк в сoбствeннoсти

Площaдь зeмeльногo учacткa: 2324 кв.м

Pасположeние: г. Hoвocибирск, цeнтpальный рaйон, ул. Дeмьянa беднoгo 58а

Зeмeльный учaсток оснащен всeми нeобxодимыми инженерными кoммуникациями

Пoд cтрoитeльствo здания с администрaтивными помeщениями

Уcлoвия cделки:

Полное сопровождение сделки

- Гарантия юридической чистоты объекта;

- Участие в переговорах;

- Составление договора купли-продажи;

- Подготовка к проведению сделки в банке;

- Регистрация права собственности.

Любые формы расчета.

Без комиссии для Покупателя.

По всем вопросам можете обращаться к представителю собственника:

Максим Владимирович, 2 фото",https://www.cian.ru/sale/commercial/317686265
317860391,Продажа коммерческой земли,"0.44, га",,"Новосибирская область, Новосибирск, Академгородок мкр, проспект Академика Лаврентьева, 13А","160000000 руб., УСН",+79830064565,"Предлагаем купить земельный участок 44.46 сотки (0,4446 га) в Советском районе г. Новосибирска (Академгородок), ориентир - пр. Лаврентьева, 13А.

Земельный участок под гостиницу (ОД-2), есть проектные проработки офисного здания.
Участок огорожен, с коммукациями (холодное водоснабжение, водоотведение, тепло, эл.эн.- 38 кВт)., 1 фото",https://www.cian.ru/sale/commercial/317860391
319205518,Продажа коммерческой земли,"1.48, га",м. Березовая Роща (10 мин на машине),"Новосибирская область, Новосибирск, Кайтымовская улица, 14","189809000 руб., УСН",+79137718589,"Предлагается в продажу земельный участок в собственности в Калининском районе

Локация:
- Земельный участок располагается в центре производственно-промышленной зоны Калининского района;
- Объект находится в 1 км от остановки ""Писемского"";
- Удобная транспортная развязка.

Технические характеристики:
- Земельный участок 14 816 м2;
- Ровный участок;
- Центральные коммуникации на границе участка;
- ТУ на подключение электроснабжения;
- Асфальтированный подъезд к участку;
- Заезд с улицы Кайтымовской;
- КПП на въезде;
- Возможность подъeздa любoго транспорта;
- За дополнительную плату есть возможность подключения газа.

Коммерческие условия:
- Цена продажи 189 809 000 рублей;
- Все в собственности; 
- Продажа от ООО;
- Без комиссии для Покупателя;
- По всем интересующим вопросам звоните!, 8 фото",https://www.cian.ru/sale/commercial/319205518
319776154,Продажа коммерческой земли,"120.0, сот.",,"Новосибирская область, Новосибирск, улица Малыгина, 30","200000000 руб., УСН",+79831318992,"Продажа земельного участка со строениями рядом с мусорным полигоном города Новосибирска. Расположенного по адресу НСО, Новосибирский район, Верх-Тулинский сельсовет, ул. Малыгина, 30
Участок общей площадью 12 Га, в собственности. 
Земельный участок граничит с существующим полигоном ТБО левого берега г. Новосибирска, принадлежащим МУП ""Спецавтохозяйство"". 
Общая площадь построек: 2 598,8 кв.м. 
Здание проходной- 212,6 кв.м; производственные корпуса- 1676,3 кв.м; гараж 709,9 кв.м.
Производственные площади 2 598 кв.м. в собственности - гараж на 10 автомашин площадью 709 кв.м. в собственности. 
Техусловия:
- Трансформаторная подстанция в собственности. Электрические мощность 542 кВт.  Возможность подключения 2-3 МВт и более.
- Вода техническая. Скважина лицензированная. 
- Заведен газ - 263куб.м/час.
 
Собственность зарегистрировано на юр.лицо.
    
СТОИМОСТЬ ОБЪЕКТА: 200 000 000 рублей, 7 фото",https://www.cian.ru/sale/commercial/319776154
320061742,Продажа коммерческой земли,"130.0, сот.",м. Заельцовская (11 мин на машине),"Новосибирская область, Новосибирск, Кайтымовская улица","210000000 руб., УСН",+79137269718,"Предлагаем в покупку ровный земельный участок с собственным ж/д тупиком.

О участке:
1, 3 гектара
Ровная поверхность
Ухоженная территория
Есть возможность увеличить территорию на 6 га, 3,3 га и 1.7 га
Ж/д тупик протяженностью 273 м.
3 700 кв.м капитальных построек (теплые и холодные)

Рассмотрим обмен на Вашу недвижимость!

Данный объект недвижимости прошел юридическую экспертизу и является абсолютно безопасным для покупки и вложения денежных средств.
При покупке данного объекта рассматривается гибкий порядок оплаты.
Специалист Компании ответит на все Ваши вопросы и организует просмотр в удобное для Вас время. 
Дополнительно оплачивается комиссия покупателем. 


Арт. 111354879, 4 фото",https://www.cian.ru/sale/commercial/320061742
316458172,Продажа коммерческой земли,"2.06, га",м. Речной вокзал (29 мин на машине),"Новосибирская область, Новосибирск, улица Твардовского, 7","220000000 руб., УСН",+79830318334,"Прoдaжа земельного участка на ул. Tваpдовcкoго-7 c рacполoжeнным нa нём cклaдским комплексом (тёплый склaд и откpытая бeтoнная плoщaдка). 
Технические условия:
выделенные мощности 15 кВт. Возможно увеличение.
газ 95 куб.
водоснабжение (техн. вода) 200 куб.
канализация (септик)
Хaрaктеpиcтикa склaда: 
площадь 1100 м2 (18,1м*60м) 
выcотa потолкa 8,1м, дo феpмы 6м 
двoе вoрот 3м*3м
xолоднaя oтcечка
пандус
гoд пocтpойки 2021
Стены из сэндвич-панелей 150мм, кровля двускатная из профлиста с утеплителем РIR ТехноНИКОЛЬ.
Площадь открытой бетонной площадки 7212 м2. 
Участок огорожен забором. По периметру установлено видеонаблюдение. Шлагбаум.
Кадастровый номер земельного участка 54:35:084700:233.
Назначение: единый складской комплекс
Виды разрешённого использования: склады (6.9); объекты торговли (4.2); для ИЖС (2.1); автотранспорт (7.2); ж/д транспорт (7.1); связь (6.8); энергетика (6.7); строительная промышленность (6.6); нефтехимическая промышленность (6.5); фармацевтическая промышленность ( ..., 6 фото",https://www.cian.ru/sale/commercial/316458172
